location,date,month,ndvi,ndvi_sensor,prev_ndvi,ndvi_change,temperature,rainfall,next_ndvi
Kolar,2013-12,12,0.2832,MODIS,0.3172,-0.034,19.8,10.1,0.2426
Kolar,2014-01,1,0.2426,MODIS,0.2832,-0.0406,20.3,0.6,0.229
Kolar,2014-02,2,0.229,MODIS,0.2426,-0.0136,22.6,5,0.2464
Kolar,2014-03,3,0.2464,MODIS,0.229,0.0174,25.1,14.8,0.2311
Kolar,2014-04,4,0.2311,MODIS,0.2464,-0.0153,28.5,4.8,0.2634
Kolar,2014-05,5,0.2634,MODIS,0.2311,0.0323,27.7,86.7,0.293
Kolar,2014-06,6,0.293,MODIS,0.2634,0.0296,26.1,104.8,0.2933
Kolar,2014-07,7,0.2933,MODIS,0.293,0.0003,24,54.1,0.2844
Kolar,2014-08,8,0.2844,MODIS,0.2933,-0.0089,23.7,102.9,0.3025
Kolar,2014-09,9,0.3025,MODIS,0.2844,0.0181,23.8,81.3,0.3548
Kolar,2014-10,10,0.3548,MODIS,0.3025,0.0523,23,162.4,0.3144
Kolar,2014-11,11,0.3144,MODIS,0.3548,-0.0404,21.1,85.1,0.2789
Kolar,2014-12,12,0.2789,MODIS,0.3144,-0.0355,20.4,34.3,0.2594
Kolar,2015-01,1,0.2594,MODIS,0.2789,-0.0195,20.6,5.9,0.2249
Kolar,2015-02,2,0.2249,MODIS,0.2594,-0.0345,22.4,3.2,0.2347
Kolar,2015-03,3,0.2347,MODIS,0.2249,0.0098,25.2,30.2,0.2694
Kolar,2015-04,4,0.2694,MODIS,0.2347,0.0347,25.9,182,0.3136
Kolar,2015-05,5,0.3136,MODIS,0.2694,0.0442,26.2,108.3,0.2844
Kolar,2015-06,6,0.2844,MODIS,0.3136,-0.0292,24.6,90,0.2562
Kolar,2015-07,7,0.2562,MODIS,0.2844,-0.0282,24.6,40.3,0.2954
Kolar,2015-08,8,0.2954,MODIS,0.2562,0.0392,24.2,98.6,0.3342
Kolar,2015-09,9,0.3342,MODIS,0.2954,0.0388,24,182.5,0.1837
Kolar,2015-10,10,0.1837,Sentinel2,0.3342,-0.1505,23.4,87,0.261
Kolar,2015-11,11,0.261,MODIS,0.1837,0.0773,20.9,339.1,0.3232
Kolar,2015-12,12,0.3232,MODIS,0.261,0.0622,20.4,58.9,0.1501
Kolar,2016-01,1,0.1501,Sentinel2,0.3232,-0.1731,20.3,10.7,0.2528
Kolar,2016-02,2,0.2528,MODIS,0.1501,0.1027,23.4,0.2,0.2459
Kolar,2016-03,3,0.2459,MODIS,0.2528,-0.0069,26.4,4.6,0.2396
Kolar,2016-04,4,0.2396,MODIS,0.2459,-0.0063,29.3,1.9,0.2789
Kolar,2016-05,5,0.2789,MODIS,0.2396,0.0393,27.3,118.2,0.2301
Kolar,2016-06,6,0.2301,MODIS,0.2789,-0.0488,24.1,190.7,0.2945
Kolar,2016-07,7,0.2945,MODIS,0.2301,0.0644,23.5,173.5,0.272
Kolar,2016-08,8,0.272,MODIS,0.2945,-0.0225,23.9,27,0.2734
Kolar,2016-09,9,0.2734,MODIS,0.272,0.0014,23.7,38.5,0.2706
Kolar,2016-10,10,0.2706,MODIS,0.2734,-0.0028,24.8,25.2,0.1493
Kolar,2016-11,11,0.1493,Sentinel2,0.2706,-0.1213,22.9,6.9,0.1556
Kolar,2016-12,12,0.1556,Sentinel2,0.1493,0.0063,20.5,85.9,0.2643
Kolar,2017-01,1,0.2643,MODIS,0.1556,0.1087,20.8,13.9,0.1247
Kolar,2017-02,2,0.1247,Sentinel2,0.2643,-0.1396,22.6,0.1,0.2324
Kolar,2017-03,3,0.2324,MODIS,0.1247,0.1077,26.5,4.8,0.1221
Kolar,2017-04,4,0.1221,Sentinel2,0.2324,-0.1103,29.5,7.3,0.2788
Kolar,2017-05,5,0.2788,MODIS,0.1221,0.1567,27.6,100,0.2853
Kolar,2017-06,6,0.2853,MODIS,0.2788,0.0065,24.7,71.4,0.2731
Kolar,2017-07,7,0.2731,MODIS,0.2853,-0.0122,24.7,50.5,0.2631
Kolar,2017-08,8,0.2631,MODIS,0.2731,-0.01,23.9,145.9,0.3355
Kolar,2017-09,9,0.3355,MODIS,0.2631,0.0724,23.6,230.1,0.343
Kolar,2017-10,10,0.343,MODIS,0.3355,0.0075,23,154.5,0.3489
Kolar,2017-11,11,0.3489,MODIS,0.343,0.0059,21.6,47.9,0.3029
Kolar,2017-12,12,0.3029,MODIS,0.3489,-0.046,20.3,8,0.1262
Kolar,2018-01,1,0.1262,Sentinel2,0.3029,-0.1767,20.8,0.4,0.1358
Kolar,2018-02,2,0.1358,Sentinel2,0.1262,0.0096,21.9,33.7,0.2756
Kolar,2018-03,3,0.2756,MODIS,0.1358,0.1398,25,65.2,0.2728
Kolar,2018-04,4,0.2728,MODIS,0.2756,-0.0028,27.5,6.9,0.3079
Kolar,2018-05,5,0.3079,MODIS,0.2728,0.0351,26.7,115.6,0.2821
Kolar,2018-06,6,0.2821,MODIS,0.3079,-0.0258,24.3,120.5,0.1892
Kolar,2018-07,7,0.1892,MODIS,0.2821,-0.0929,23.7,52.6,0.2462
Kolar,2018-08,8,0.2462,MODIS,0.1892,0.057,23.4,53.7,0.3516
Kolar,2018-09,9,0.3516,MODIS,0.2462,0.1054,24.2,76.5,0.337
Kolar,2018-10,10,0.337,MODIS,0.3516,-0.0146,23.4,80.8,0.2932
Kolar,2018-11,11,0.2932,MODIS,0.337,-0.0438,21.9,83.4,0.1902
Kolar,2018-12,12,0.1902,Sentinel2,0.2932,-0.103,21.7,7.1,0.1416
Kolar,2019-01,1,0.1416,Sentinel2,0.1902,-0.0486,20.5,24.8,0.1387
Kolar,2019-02,2,0.1387,Sentinel2,0.1416,-0.0029,23.9,12.3,0.119
Kolar,2019-03,3,0.119,Sentinel2,0.1387,-0.0197,27.3,0.5,0.1454
Kolar,2019-04,4,0.1454,Sentinel2,0.119,0.0264,28.3,37.5,0.1918
Kolar,2019-05,5,0.1918,Sentinel2,0.1454,0.0464,28.6,69.6,0.2088
Kolar,2019-06,6,0.2088,Sentinel2,0.1918,0.017,25.6,122.3,0.2469
Kolar,2019-07,7,0.2469,MODIS,0.2088,0.0381,24.3,115,0.2724
Kolar,2019-08,8,0.2724,MODIS,0.2469,0.0255,23.6,116.1,0.3269
Kolar,2019-09,9,0.3269,MODIS,0.2724,0.0545,23.4,203.8,0.3031
Kolar,2019-10,10,0.3031,MODIS,0.3269,-0.0238,22.5,187,0.2793
Kolar,2019-11,11,0.2793,Sentinel2,0.3031,-0.0238,22.2,46.9,0.2846
Kolar,2019-12,12,0.2846,MODIS,0.2793,0.0053,20.5,40.2,0.1479
Kolar,2020-01,1,0.1479,Sentinel2,0.2846,-0.1367,21.8,6.3,0.1423
Kolar,2020-02,2,0.1423,Sentinel2,0.1479,-0.0056,22.7,0.5,0.1248
Kolar,2020-03,3,0.1248,Sentinel2,0.1423,-0.0175,25.6,8.6,0.1925
Kolar,2020-04,4,0.1925,Sentinel2,0.1248,0.0677,27.3,18.8,0.1602
Kolar,2020-05,5,0.1602,Sentinel2,0.1925,-0.0323,28.5,18.3,0.2842
Kolar,2020-06,6,0.2842,MODIS,0.1602,0.124,25.2,121.4,0.3264
Kolar,2020-07,7,0.3264,MODIS,0.2842,0.0422,23.6,176.3,0.331
Kolar,2020-08,8,0.331,MODIS,0.3264,0.0046,23.5,85.7,0.3382
Kolar,2020-09,9,0.3382,MODIS,0.331,0.0072,22.9,173.3,0.3599
Kolar,2020-10,10,0.3599,MODIS,0.3382,0.0217,22.8,71.1,0.3661
Kolar,2020-11,11,0.3661,MODIS,0.3599,0.0062,21.4,135,0.2378
Kolar,2020-12,12,0.2378,Sentinel2,0.3661,-0.1283,19.5,84,0.2187
Kolar,2021-01,1,0.2187,Sentinel2,0.2378,-0.0191,20.2,56.7,0.1909
Kolar,2021-02,2,0.1909,Sentinel2,0.2187,-0.0278,21,10.2,0.1513
Kolar,2021-03,3,0.1513,Sentinel2,0.1909,-0.0396,25.2,0.1,0.1908
Kolar,2021-04,4,0.1908,Sentinel2,0.1513,0.0395,26.9,44.5,0.2186
Kolar,2021-05,5,0.2186,Sentinel2,0.1908,0.0278,26.4,65.8,0.2546
Kolar,2021-06,6,0.2546,Sentinel2,0.2186,0.036,24.7,107.4,0.2809
Kolar,2021-07,7,0.2809,MODIS,0.2546,0.0263,23.5,161,0.305
Kolar,2021-08,8,0.305,MODIS,0.2809,0.0241,23.6,115.1,0.2522
Kolar,2021-09,9,0.2522,Sentinel2,0.305,-0.0528,23.7,79.1,0.3374
Kolar,2021-10,10,0.3374,MODIS,0.2522,0.0852,22.9,236.5,0.2414
Kolar,2021-11,11,0.2414,MODIS,0.3374,-0.096,20.9,421.5,0.2081
Kolar,2021-12,12,0.2081,Sentinel2,0.2414,-0.0333,20,16.3,0.2262
Kolar,2022-01,1,0.2262,Sentinel2,0.2081,0.0181,21,9.5,0.1247
Kolar,2022-02,2,0.1247,Sentinel2,0.2262,-0.1015,22.1,0.4,0.1234
Kolar,2022-03,3,0.1234,Sentinel2,0.1247,-0.0013,25.3,4,0.1357
Kolar,2022-04,4,0.1357,Sentinel2,0.1234,0.0123,27.2,17.7,0.1581
Kolar,2022-05,5,0.1581,Sentinel2,0.1357,0.0224,25.8,109.7,0.1704
Kolar,2022-06,6,0.1704,Sentinel2,0.1581,0.0123,24.6,171.3,0.2793
Kolar,2022-07,7,0.2793,MODIS,0.1704,0.1089,23.1,153.7,0.3369
Kolar,2022-08,8,0.3369,MODIS,0.2793,0.0576,23.3,220.6,0.1972
Kolar,2022-09,9,0.1972,Sentinel2,0.3369,-0.1397,23.3,82.7,0.1962
Kolar,2022-10,10,0.1962,Sentinel2,0.1972,-0.001,21.9,137,0.3393
Kolar,2022-11,11,0.3393,MODIS,0.1962,0.1431,20.5,85.6,0.1651
Kolar,2022-12,12,0.1651,Sentinel2,0.3393,-0.1742,20.1,114.7,0.1335
Kolar,2023-01,1,0.1335,Sentinel2,0.1651,-0.0316,19.5,2.1,0.131
Kolar,2023-02,2,0.131,Sentinel2,0.1335,-0.0025,22.3,0.1,0.1338
Kolar,2023-03,3,0.1338,Sentinel2,0.131,0.0028,24.3,30.6,0.1307
Kolar,2023-04,4,0.1307,Sentinel2,0.1338,-0.0031,27,21.1,0.1625
Kolar,2023-05,5,0.1625,Sentinel2,0.1307,0.0318,26.6,108.9,0.1807
Kolar,2023-06,6,0.1807,Sentinel2,0.1625,0.0182,25.9,100.3,0.2509
Kolar,2023-07,7,0.2509,MODIS,0.1807,0.0702,23.6,137.4,0.294
Kolar,2023-08,8,0.294,MODIS,0.2509,0.0431,25.3,27.8,0.3211
Kolar,2023-09,9,0.3211,MODIS,0.294,0.0271,24.7,82.4,0.1728
Kolar,2023-10,10,0.1728,Sentinel2,0.3211,-0.1483,24.5,37.3,0.3162
Kolar,2023-11,11,0.3162,MODIS,0.1728,0.1434,22.1,126.6,0.1433
Kolar,2023-12,12,0.1433,Sentinel2,0.3162,-0.1729,21.1,22.1,0.1235
Kolar,2024-01,1,0.1235,Sentinel2,0.1433,-0.0198,21.4,27.5,0.1115
Kolar,2024-02,2,0.1115,Sentinel2,0.1235,-0.012,24,1.4,0.1168
Kolar,2024-03,3,0.1168,Sentinel2,0.1115,0.0053,26.9,0.2,0.1207
Kolar,2024-04,4,0.1207,Sentinel2,0.1168,0.0039,29.3,1.3,0.0891
Kolar,2024-05,5,0.0891,Sentinel2,0.1207,-0.0316,27.4,150.6,0.1384
Kolar,2024-06,6,0.1384,Sentinel2,0.0891,0.0493,24.8,166.6,0.3117
Kolar,2024-07,7,0.3117,MODIS,0.1384,0.1733,23.8,126,0.2871
Kolar,2024-08,8,0.2871,MODIS,0.3117,-0.0246,23.8,173.2,0.1597
Kolar,2024-09,9,0.1597,Sentinel2,0.2871,-0.1274,24,30.1,0.3565
Kolar,2024-10,10,0.3565,MODIS,0.1597,0.1968,23.1,177,0.2038
Kolar,2024-11,11,0.2038,MODIS,0.3565,-0.1527,21.5,63.8,0.1767
Kolar,2024-12,12,0.1767,Sentinel2,0.2038,-0.0271,20.9,89.4,0.154
Kolar,2025-01,1,0.154,Sentinel2,0.1767,-0.0227,19.8,5.5,0.1324
Kolar,2025-02,2,0.1324,Sentinel2,0.154,-0.0216,23,0.1,0.1318
Kolar,2025-03,3,0.1318,Sentinel2,0.1324,-0.0006,25.9,9.4,0.1493
Kolar,2025-04,4,0.1493,Sentinel2,0.1318,0.0175,27,38,0.1527
Kolar,2025-05,5,0.1527,Sentinel2,0.1493,0.0034,25.8,169.8,0.1768
Kolar,2025-06,6,0.1768,Sentinel2,0.1527,0.0241,24.6,43.3,0.256
Kolar,2025-07,7,0.256,MODIS,0.1768,0.0792,23.7,66.1,0.2987
Kolar,2025-08,8,0.2987,MODIS,0.256,0.0427,23.1,182.6,0.3279
Kolar,2025-09,9,0.3279,MODIS,0.2987,0.0292,23.4,60.1,0.3152
Kolar,2025-10,10,0.3152,MODIS,0.3279,-0.0127,22.7,132.5,0.1839
Kolar,2025-11,11,0.1839,Sentinel2,0.3152,-0.1313,21.3,64.1,0.1627
Chikkaballapur,2010-01,1,0.3353,MODIS,,,20.9,7.2,0.281
Chikkaballapur,2010-02,2,0.281,MODIS,0.3353,-0.0543,23.9,1.1,0.2641
Chikkaballapur,2010-03,3,0.2641,MODIS,0.281,-0.0169,27.1,0.3,0.3271
Chikkaballapur,2010-04,4,0.3271,MODIS,0.2641,0.063,28.5,20,0.3634
Chikkaballapur,2010-05,5,0.3634,MODIS,0.3271,0.0363,27.3,67.5,0.3667
Chikkaballapur,2010-06,6,0.3667,MODIS,0.3634,0.0033,24.6,117.7,0.2658
Chikkaballapur,2010-07,7,0.2658,MODIS,0.3667,-0.1009,22.7,190,0.4093
Chikkaballapur,2010-08,8,0.4093,MODIS,0.2658,0.1435,22.7,168.9,0.4439
Chikkaballapur,2010-09,9,0.4439,MODIS,0.4093,0.0346,22.6,113.4,0.3564
Chikkaballapur,2010-10,10,0.3564,MODIS,0.4439,-0.0875,22.4,106.2,0.4212
Chikkaballapur,2010-11,11,0.4212,MODIS,0.3564,0.0648,21.1,131.2,0.3798
Chikkaballapur,2010-12,12,0.3798,MODIS,0.4212,-0.0414,19.3,24.5,0.3408
Chikkaballapur,2011-01,1,0.3408,MODIS,0.3798,-0.039,20,0.5,0.2867
Chikkaballapur,2011-02,2,0.2867,MODIS,0.3408,-0.0541,21.7,4.5,0.2771
Chikkaballapur,2011-03,3,0.2771,MODIS,0.2867,-0.0096,25.3,0,0.2908
Chikkaballapur,2011-04,4,0.2908,MODIS,0.2771,0.0137,26.3,56.9,0.3386
Chikkaballapur,2011-05,5,0.3386,MODIS,0.2908,0.0478,26.1,104.2,0.335
Chikkaballapur,2011-06,6,0.335,MODIS,0.3386,-0.0036,23.9,59.6,0.2877
Chikkaballapur,2011-07,7,0.2877,MODIS,0.335,-0.0473,22.9,136.6,0.3131
Chikkaballapur,2011-08,8,0.3131,MODIS,0.2877,0.0254,22.4,147.4,0.401
Chikkaballapur,2011-09,9,0.401,MODIS,0.3131,0.0879,22.8,52.8,0.4097
Chikkaballapur,2011-10,10,0.4097,MODIS,0.401,0.0087,22.7,152.4,0.4255
Chikkaballapur,2011-11,11,0.4255,MODIS,0.4097,0.0158,20.6,63.9,0.3703
Chikkaballapur,2011-12,12,0.3703,MODIS,0.4255,-0.0552,20.4,15.3,0.3197
Chikkaballapur,2012-01,1,0.3197,MODIS,0.3703,-0.0506,20.7,4.8,0.2579
Chikkaballapur,2012-02,2,0.2579,MODIS,0.3197,-0.0618,23.3,0.1,0.2542
Chikkaballapur,2012-03,3,0.2542,MODIS,0.2579,-0.0037,26.4,3.7,0.2587
Chikkaballapur,2012-04,4,0.2587,MODIS,0.2542,0.0045,27.5,40.7,0.3336
Chikkaballapur,2012-05,5,0.3336,MODIS,0.2587,0.0749,26.6,53.8,0.3122
Chikkaballapur,2012-06,6,0.3122,MODIS,0.3336,-0.0214,24.8,53.4,0.2293
Chikkaballapur,2012-07,7,0.2293,MODIS,0.3122,-0.0829,23.5,73.7,0.3441
Chikkaballapur,2012-08,8,0.3441,MODIS,0.2293,0.1148,22.8,181.3,0.4273
Chikkaballapur,2012-09,9,0.4273,MODIS,0.3441,0.0832,22.9,145.3,0.4185
Chikkaballapur,2012-10,10,0.4185,MODIS,0.4273,-0.0088,22.2,125,0.4051
Chikkaballapur,2012-11,11,0.4051,MODIS,0.4185,-0.0134,21,31.6,0.3413
Chikkaballapur,2012-12,12,0.3413,MODIS,0.4051,-0.0638,20.4,44.4,0.2957
Chikkaballapur,2013-01,1,0.2957,MODIS,0.3413,-0.0456,21.4,0.1,0.2803
Chikkaballapur,2013-02,2,0.2803,MODIS,0.2957,-0.0154,22.7,20.1,0.2869
Chikkaballapur,2013-03,3,0.2869,MODIS,0.2803,0.0066,26.5,4.2,0.2546
Chikkaballapur,2013-04,4,0.2546,MODIS,0.2869,-0.0323,28.1,15.7,0.2501
Chikkaballapur,2013-05,5,0.2501,MODIS,0.2546,-0.0045,27.1,98.7,0.2223
Chikkaballapur,2013-06,6,0.2223,MODIS,0.2501,-0.0278,23.1,76.5,0.252
Chikkaballapur,2013-07,7,0.252,MODIS,0.2223,0.0297,22,123.6,0.3347
Chikkaballapur,2013-08,8,0.3347,MODIS,0.252,0.0827,22.4,110,0.4243
Chikkaballapur,2013-09,9,0.4243,MODIS,0.3347,0.0896,22.2,212.2,0.425
Chikkaballapur,2013-10,10,0.425,MODIS,0.4243,0.0007,22,95.9,0.3788
Chikkaballapur,2013-11,11,0.3788,MODIS,0.425,-0.0462,21,25.4,0.3114
Chikkaballapur,2013-12,12,0.3114,MODIS,0.3788,-0.0674,19.7,4.7,0.2852
Chikkaballapur,2014-01,1,0.2852,MODIS,0.3114,-0.0262,20.4,0.1,0.2457
Chikkaballapur,2014-02,2,0.2457,MODIS,0.2852,-0.0395,22.7,2.3,0.2673
Chikkaballapur,2014-03,3,0.2673,MODIS,0.2457,0.0216,25.2,14.5,0.2444
Chikkaballapur,2014-04,4,0.2444,MODIS,0.2673,-0.0229,28.4,5.2,0.2772
Chikkaballapur,2014-05,5,0.2772,MODIS,0.2444,0.0328,27,96,0.3042
Chikkaballapur,2014-06,6,0.3042,MODIS,0.2772,0.027,25.4,75.2,0.1898
Chikkaballapur,2014-07,7,0.1898,MODIS,0.3042,-0.1144,23.2,91.3,0.3616
Chikkaballapur,2014-08,8,0.3616,MODIS,0.1898,0.1718,22.9,129.2,0.3687
Chikkaballapur,2014-09,9,0.3687,MODIS,0.3616,0.0071,22.9,107,0.4694
Chikkaballapur,2014-10,10,0.4694,MODIS,0.3687,0.1007,22.4,132.6,0.4093
Chikkaballapur,2014-11,11,0.4093,MODIS,0.4694,-0.0601,20.8,84.4,0.3245
Chikkaballapur,2014-12,12,0.3245,MODIS,0.4093,-0.0848,20.4,26.9,0.2912
Chikkaballapur,2015-01,1,0.2912,MODIS,0.3245,-0.0333,20.9,4.3,0.237
Chikkaballapur,2015-02,2,0.237,MODIS,0.2912,-0.0542,22.5,3.7,0.2452
Chikkaballapur,2015-03,3,0.2452,MODIS,0.237,0.0082,25.6,10.6,0.2445
Chikkaballapur,2015-04,4,0.2445,MODIS,0.2452,-0.0007,25.8,161.5,0.3015
Chikkaballapur,2015-05,5,0.3015,MODIS,0.2445,0.057,26,115.2,0.3388
Chikkaballapur,2015-06,6,0.3388,MODIS,0.3015,0.0373,23.9,108.7,0.3256
Chikkaballapur,2015-07,7,0.3256,MODIS,0.3388,-0.0132,23.7,58.9,0.3607
Chikkaballapur,2015-08,8,0.3607,MODIS,0.3256,0.0351,23.3,117.4,0.4315
Chikkaballapur,2015-09,9,0.4315,MODIS,0.3607,0.0708,23.2,172.3,0.4173
Chikkaballapur,2015-10,10,0.4173,MODIS,0.4315,-0.0142,23,81.4,0.3478
Chikkaballapur,2015-11,11,0.3478,MODIS,0.4173,-0.0695,20.6,313.4,0.3854
Chikkaballapur,2015-12,12,0.3854,MODIS,0.3478,0.0376,20.3,25.2,0.3338
Chikkaballapur,2016-01,1,0.3338,MODIS,0.3854,-0.0516,20.3,10.1,0.2812
Chikkaballapur,2016-02,2,0.2812,MODIS,0.3338,-0.0526,23.7,0,0.268
Chikkaballapur,2016-03,3,0.268,MODIS,0.2812,-0.0132,26.9,1.2,0.2555
Chikkaballapur,2016-04,4,0.2555,MODIS,0.268,-0.0125,29.5,0.9,0.3224
Chikkaballapur,2016-05,5,0.3224,MODIS,0.2555,0.0669,27.1,98.9,0.3115
Chikkaballapur,2016-06,6,0.3115,MODIS,0.3224,-0.0109,23.4,204.3,0.3189
Chikkaballapur,2016-07,7,0.3189,MODIS,0.3115,0.0074,22.7,196,0.3792
Chikkaballapur,2016-08,8,0.3792,MODIS,0.3189,0.0603,23,36.8,0.3062
Chikkaballapur,2016-09,9,0.3062,MODIS,0.3792,-0.073,22.7,52.8,0.2149
Chikkaballapur,2016-10,10,0.2149,Sentinel2,0.3062,-0.0913,23.7,22.7,0.192
Chikkaballapur,2016-11,11,0.192,Sentinel2,0.2149,-0.0229,22.7,5.6,0.1949
Chikkaballapur,2016-12,12,0.1949,Sentinel2,0.192,0.0029,20.3,72.4,0.1627
Chikkaballapur,2017-01,1,0.1627,Sentinel2,0.1949,-0.0322,20.8,20.7,0.1547
Chikkaballapur,2017-02,2,0.1547,Sentinel2,0.1627,-0.008,22.8,0,0.2983
Chikkaballapur,2017-03,3,0.2983,MODIS,0.1547,0.1436,26.7,10.8,0.1688
Chikkaballapur,2017-04,4,0.1688,Sentinel2,0.2983,-0.1295,29.2,7.9,0.3419
Chikkaballapur,2017-05,5,0.3419,MODIS,0.1688,0.1731,27.3,69.5,0.3233
Chikkaballapur,2017-06,6,0.3233,MODIS,0.3419,-0.0186,24.1,106.7,0.2815
Chikkaballapur,2017-07,7,0.2815,MODIS,0.3233,-0.0418,23.8,53,0.3057
Chikkaballapur,2017-08,8,0.3057,MODIS,0.2815,0.0242,23.3,152,0.4042
Chikkaballapur,2017-09,9,0.4042,MODIS,0.3057,0.0985,23.1,231.6,0.4349
Chikkaballapur,2017-10,10,0.4349,MODIS,0.4042,0.0307,22.4,196.2,0.3873
Chikkaballapur,2017-11,11,0.3873,MODIS,0.4349,-0.0476,21.4,29.1,0.3219
Chikkaballapur,2017-12,12,0.3219,MODIS,0.3873,-0.0654,20.4,4.5,0.1581
Chikkaballapur,2018-01,1,0.1581,Sentinel2,0.3219,-0.1638,20.8,0.1,0.1636
Chikkaballapur,2018-02,2,0.1636,Sentinel2,0.1581,0.0055,21.8,34.2,0.1731
Chikkaballapur,2018-03,3,0.1731,Sentinel2,0.1636,0.0095,24.9,89.8,0.2653
Chikkaballapur,2018-04,4,0.2653,MODIS,0.1731,0.0922,27.1,11.5,0.319
Chikkaballapur,2018-05,5,0.319,MODIS,0.2653,0.0537,25.9,172.3,0.3422
Chikkaballapur,2018-06,6,0.3422,MODIS,0.319,0.0232,23.4,162.6,0.223
Chikkaballapur,2018-07,7,0.223,MODIS,0.3422,-0.1192,22.8,85.6,0.2897
Chikkaballapur,2018-08,8,0.2897,MODIS,0.223,0.0667,22.3,84.5,0.4169
Chikkaballapur,2018-09,9,0.4169,MODIS,0.2897,0.1272,23.1,89.6,0.2458
Chikkaballapur,2018-10,10,0.2458,Sentinel2,0.4169,-0.1711,22.8,80.4,0.3567
Chikkaballapur,2018-11,11,0.3567,MODIS,0.2458,0.1109,21.8,45.2,0.254
Chikkaballapur,2018-12,12,0.254,Sentinel2,0.3567,-0.1027,21.8,6.2,0.1882
Chikkaballapur,2019-01,1,0.1882,Sentinel2,0.254,-0.0658,20.4,14.3,0.1848
Chikkaballapur,2019-02,2,0.1848,Sentinel2,0.1882,-0.0034,23.8,10.1,0.1716
Chikkaballapur,2019-03,3,0.1716,Sentinel2,0.1848,-0.0132,27.4,0.1,0.1717
Chikkaballapur,2019-04,4,0.1717,Sentinel2,0.1716,0.0001,28.6,15.9,0.1687
Chikkaballapur,2019-05,5,0.1687,Sentinel2,0.1717,-0.003,28.1,53.2,0.326
Chikkaballapur,2019-06,6,0.326,MODIS,0.1687,0.1573,25,144,0.3224
Chikkaballapur,2019-07,7,0.3224,MODIS,0.326,-0.0036,23.4,136.9,0.324
Chikkaballapur,2019-08,8,0.324,MODIS,0.3224,0.0016,22.8,113.9,0.3741
Chikkaballapur,2019-09,9,0.3741,MODIS,0.324,0.0501,22.8,171.7,0.3358
Chikkaballapur,2019-10,10,0.3358,MODIS,0.3741,-0.0383,22.1,255.3,0.3706
Chikkaballapur,2019-11,11,0.3706,Sentinel2,0.3358,0.0348,21.6,40.6,0.1766
Chikkaballapur,2019-12,12,0.1766,Sentinel2,0.3706,-0.194,20.4,32.8,0.2332
Chikkaballapur,2020-01,1,0.2332,Sentinel2,0.1766,0.0566,21.9,4.5,0.2031
Chikkaballapur,2020-02,2,0.2031,Sentinel2,0.2332,-0.0301,23,0.2,0.1642
Chikkaballapur,2020-03,3,0.1642,Sentinel2,0.2031,-0.0389,25.8,11.1,0.2206
Chikkaballapur,2020-04,4,0.2206,Sentinel2,0.1642,0.0564,27.3,25,0.2698
Chikkaballapur,2020-05,5,0.2698,Sentinel2,0.2206,0.0492,28,26.1,0.3291
Chikkaballapur,2020-06,6,0.3291,MODIS,0.2698,0.0593,24.7,143.4,0.3493
Chikkaballapur,2020-07,7,0.3493,MODIS,0.3291,0.0202,22.9,231.4,0.3856
Chikkaballapur,2020-08,8,0.3856,MODIS,0.3493,0.0363,22.8,101.4,0.4179
Chikkaballapur,2020-09,9,0.4179,MODIS,0.3856,0.0323,22.4,199.4,0.4195
Chikkaballapur,2020-10,10,0.4195,MODIS,0.4179,0.0016,22.2,85.4,0.3778
Chikkaballapur,2020-11,11,0.3778,MODIS,0.4195,-0.0417,21,73.5,0.3189
Chikkaballapur,2020-12,12,0.3189,Sentinel2,0.3778,-0.0589,19.4,53.4,0.232
Chikkaballapur,2021-01,1,0.232,Sentinel2,0.3189,-0.0869,20.2,44.2,0.2327
Chikkaballapur,2021-02,2,0.2327,Sentinel2,0.232,0.0007,21.1,9.4,0.2156
Chikkaballapur,2021-03,3,0.2156,Sentinel2,0.2327,-0.0171,25.5,0,0.2442
Chikkaballapur,2021-04,4,0.2442,Sentinel2,0.2156,0.0286,26.7,39.8,0.3068
Chikkaballapur,2021-05,5,0.3068,Sentinel2,0.2442,0.0626,25.8,98.7,0.2487
Chikkaballapur,2021-06,6,0.2487,Sentinel2,0.3068,-0.0581,23.9,117.3,0.3471
Chikkaballapur,2021-07,7,0.3471,MODIS,0.2487,0.0984,22.7,183.8,0.3171
Chikkaballapur,2021-08,8,0.3171,MODIS,0.3471,-0.03,22.7,146.1,0.4135
Chikkaballapur,2021-09,9,0.4135,MODIS,0.3171,0.0964,22.8,77.4,0.435
Chikkaballapur,2021-10,10,0.435,MODIS,0.4135,0.0215,22.5,202.9,0.2934
Chikkaballapur,2021-11,11,0.2934,MODIS,0.435,-0.1416,20.6,360.2,0.2669
Chikkaballapur,2021-12,12,0.2669,Sentinel2,0.2934,-0.0265,19.8,14.4,0.2086
Chikkaballapur,2022-01,1,0.2086,Sentinel2,0.2669,-0.0583,20.9,5.9,0.1746
Chikkaballapur,2022-02,2,0.1746,Sentinel2,0.2086,-0.034,22.2,0.1,0.1703
Chikkaballapur,2022-03,3,0.1703,Sentinel2,0.1746,-0.0043,25.4,3.5,0.1824
Chikkaballapur,2022-04,4,0.1824,Sentinel2,0.1703,0.0121,27.4,11.6,0.209
Chikkaballapur,2022-05,5,0.209,Sentinel2,0.1824,0.0266,25.1,113.4,0.3421
Chikkaballapur,2022-06,6,0.3421,MODIS,0.209,0.1331,24.1,125.8,0.3596
